  1:	proc  0 (P) eb9.pml:234 (state 1)	[i = 1]
1910:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1911:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1912:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1913:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1914:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1915:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1916:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1917:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1918:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1919:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1920:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1921:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1922:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1923:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1924:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1925:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1926:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1927:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1928:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1929:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1930:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1931:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1932:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1933:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1934:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1935:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1936:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1937:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1938:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1939:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1940:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1941:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1942:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1943:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1944:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1945:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1946:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1947:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1948:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1949:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1950:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1951:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1952:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1953:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1954:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1955:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1956:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1957:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1958:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1959:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1960:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1961:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1962:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1963:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1964:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1965:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1966:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1967:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1968:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1969:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1970:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1971:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1972:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1973:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1974:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1975:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1976:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1977:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1978:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1979:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1980:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1981:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1982:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1983:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1984:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1985:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1986:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1987:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1988:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1989:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1990:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1991:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1992:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1993:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1994:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1995:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1996:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1997:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
1998:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
1999:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
2000:	proc  0 (P) eb9.pml:234 (state 8)	[((i<=1000))]
2001:	proc  0 (P) eb9.pml:235 (state 4)	[n = (n+1)]
2002:	proc  0 (P) eb9.pml:234 (state 8)	[else]
pan:1: assertion violated (n==1000) (at depth 2003)
spin: trail ends after 2003 steps
#processes 1:
2003:	proc 0 (P)  eb9.pml:237 (state 11) (invalid end state)
		assert((n==1000))
global vars:
	byte   n:	232
local vars proc 0 (P):
	int    i:	1001
